[run number],connect-number,resource-abundance,altruist-number,Max.Resource,Shared,hardship,miser-number,[step],sum [Waste] of altruists,sum [Harvest] of altruists,min [Harvest] of altruists,max [Harvest] of altruists,count foods,count (altruists) with [Harvest = 0]
158,3,2,20,52,0.33,3.1,0,170,0,26.15899363,0.908239545,1.411162261,380,0
163,3,2,20,52,0.33,3.3,0,73,0,5.46E-08,0,3.09E-09,380,1
160,3,2,20,52,0.33,3.1,0,190,0,52.27076919,0.873530745,2.915648303,380,0
157,3,2,20,52,0.33,3.1,0,173,0,10.18801251,0,0.585544088,380,1
164,3,2,20,52,0.33,3.3,0,53,0,0.091357806,0,0.005151986,380,1
159,3,2,20,52,0.33,3.1,0,173,0,2.920740016,0,0.165702467,380,1
162,3,2,20,52,0.33,3.3,0,171,0,1.70E-17,0,9.47E-19,380,1
165,3,2,20,52,0.33,3.3,0,5,0,401,13.0241751,20.98457087,380,0
158,3,2,20,52,0.33,3.1,0,171,0,14.49283322,0.526768363,0.784209526,380,0
164,3,2,20,52,0.33,3.3,0,54,0,0.039066222,0.001449143,0.00211757,380,0
163,3,2,20,52,0.33,3.3,0,74,0,2.66E-08,0,1.50E-09,380,1
162,3,2,20,52,0.33,3.3,0,172,0,7.74E-18,0,4.38E-19,380,1
164,3,2,20,52,0.33,3.3,0,55,0,0.017302929,0,9.76E-04,380,1
160,3,2,20,52,0.33,3.1,0,191,0,62.27076919,2.053328767,4.439981059,380,0
158,3,2,20,52,0.33,3.1,0,172,0,7.496657821,0,0.435017163,380,1
165,3,2,20,52,0.33,3.3,0,6,0,385,13.38640706,20.09614227,380,0
157,3,2,20,52,0.33,3.1,0,174,0,3.88262974,0.147628815,0.212101144,380,0
159,3,2,20,52,0.33,3.1,0,174,0,1.589976795,0.058627727,0.08661106,380,0
160,3,2,20,52,0.33,3.1,0,192,0,45.27076919,1.645698444,2.478061385,380,0
164,3,2,20,52,0.33,3.3,0,56,0,0.007563516,2.59E-04,4.13E-04,380,0
165,3,2,20,52,0.33,3.3,0,7,0,369,12.90860825,19.30173713,380,0
158,3,2,20,52,0.33,3.1,0,173,0,3.640097749,0,0.20807653,380,1
159,3,2,20,52,0.33,3.1,0,175,0,0.863480853,0,0.04861079,380,1
157,3,2,20,52,0.33,3.1,0,175,0,1.441583516,0,0.083180812,380,1
163,3,2,20,52,0.33,3.3,0,75,0,1.20E-08,0,6.84E-10,380,1
162,3,2,20,52,0.33,3.3,0,173,0,3.61E-18,1.27E-19,1.96E-19,380,0
160,3,2,20,52,0.33,3.1,0,193,0,28.78909262,0.992566403,1.567749947,380,0
164,3,2,20,52,0.33,3.3,0,57,0,0.003362578,1.15E-04,1.83E-04,380,0
158,3,2,20,52,0.33,3.1,0,174,0,1.7896141,0.065003358,0.097452764,380,0
165,3,2,20,52,0.33,3.3,0,8,0,353,13.09062947,18.59916114,380,0
159,3,2,20,52,0.33,3.1,0,176,0,0.471394189,0.016740297,0.025622781,380,0
157,3,2,20,52,0.33,3.1,0,176,0,0.545327796,0,0.03113411,380,1
162,3,2,20,52,0.33,3.3,0,174,0,1.67E-18,0,9.60E-20,380,1
163,3,2,20,52,0.33,3.3,0,76,0,5.43E-09,0,3.08E-10,380,1
160,3,2,20,52,0.33,3.1,0,194,0,16.5492786,0,0.923125343,380,1
158,3,2,20,52,0.33,3.1,0,175,0,0.862044386,0.030085178,0.046818555,380,0
164,3,2,20,52,0.33,3.3,0,58,0,0.001440033,0,8.17E-05,380,1
165,3,2,20,52,0.33,3.3,0,9,0,337,11.69800144,18.00332103,380,0
159,3,2,20,52,0.33,3.1,0,177,0,0.251003571,0,0.014062007,380,1
162,3,2,20,52,0.33,3.3,0,175,0,7.63E-19,0,4.39E-20,380,1
160,3,2,20,52,0.33,3.1,0,195,0,8.162464943,0,0.465366786,380,1
157,3,2,20,52,0.33,3.1,0,177,0,0.201075042,0,0.01146276,380,1
165,3,2,20,52,0.33,3.3,0,10,0,321,11.18853271,16.7585466,380,0
159,3,2,20,52,0.33,3.1,0,178,0,0.133907842,0.004960498,0.00731718,380,0
164,3,2,20,52,0.33,3.3,0,59,0,6.57E-04,0,3.77E-05,380,1
163,3,2,20,52,0.33,3.3,0,77,0,2.54E-09,0,1.45E-10,380,1
158,3,2,20,52,0.33,3.1,0,176,0,0.416074959,0,0.024119071,380,1
160,3,2,20,52,0.33,3.1,0,196,0,3.820418404,0,0.218411029,380,1
165,3,2,20,52,0.33,3.3,0,11,0,305,9.794601308,16.10560928,380,0
164,3,2,20,52,0.33,3.3,0,60,0,2.90E-04,1.10E-05,1.55E-05,380,0
162,3,2,20,52,0.33,3.3,0,176,0,3.56E-19,0,2.04E-20,380,1
159,3,2,20,52,0.33,3.1,0,179,0,0.070719852,0.002536845,0.003834131,380,0
157,3,2,20,52,0.33,3.1,0,178,0,0.075849217,0,0.00431271,380,1
163,3,2,20,52,0.33,3.3,0,78,0,1.18E-09,4.37E-11,6.41E-11,380,0
160,3,2,20,52,0.33,3.1,0,197,0,1.759555766,0,0.100938546,380,1
158,3,2,20,52,0.33,3.1,0,177,0,0.208867352,0,0.01202287,380,1
164,3,2,20,52,0.33,3.3,0,61,0,1.26E-04,0,7.10E-06,380,1
157,3,2,20,52,0.33,3.1,0,179,0,0.029253117,0,0.001669849,380,1
159,3,2,20,52,0.33,3.1,0,180,0,0.037327103,0,0.002122085,380,1
162,3,2,20,52,0.33,3.3,0,177,0,1.63E-19,0,9.25E-21,380,1
165,3,2,20,52,0.33,3.3,0,12,0,329,11.39507494,17.3243107,380,0
164,3,2,20,52,0.33,3.3,0,62,0,5.69E-05,0,3.19E-06,380,1
158,3,2,20,52,0.33,3.1,0,178,0,0.102395838,0,0.005882429,380,1
163,3,2,20,52,0.33,3.3,0,79,0,5.39E-10,0,3.08E-11,380,1
159,3,2,20,52,0.33,3.1,0,181,0,0.020176406,0,0.001126908,380,1
160,3,2,20,52,0.33,3.1,0,198,0,0.801864266,0.029892657,0.043356948,380,0
162,3,2,20,52,0.33,3.3,0,178,0,7.63E-20,0,4.36E-21,380,1
165,3,2,20,52,0.33,3.3,0,13,0,313,8.975935284,16.42686558,380,0
157,3,2,20,52,0.33,3.1,0,180,0,3.591547312,0,0.2045486,380,1
158,3,2,20,52,0.33,3.1,0,179,0,0.050298386,0,0.002838353,380,1
164,3,2,20,52,0.33,3.3,0,63,0,2.51E-05,0,1.44E-06,380,1
163,3,2,20,52,0.33,3.3,0,80,0,2.51E-10,8.99E-12,1.36E-11,380,0
159,3,2,20,52,0.33,3.1,0,182,0,0.010897787,0,6.25E-04,380,1
158,3,2,20,52,0.33,3.1,0,180,0,0.024476163,0,0.001407858,380,1
165,3,2,20,52,0.33,3.3,0,14,0,297,10.4124485,15.75363665,380,0
157,3,2,20,52,0.33,3.1,0,181,0,30.61099379,0.952737186,3.28789077,380,0
160,3,2,20,52,0.33,3.1,0,199,0,0.384309128,0,0.022127014,380,1
162,3,2,20,52,0.33,3.3,0,179,0,3.52E-20,0,2.00E-21,380,1
164,3,2,20,52,0.33,3.3,0,64,0,1.09E-05,0,6.11E-07,380,1
162,3,2,20,52,0.33,3.3,0,180,0,1.60E-20,0,9.04E-22,380,1
158,3,2,20,52,0.33,3.1,0,181,0,0.011760186,0,6.71E-04,380,1
165,3,2,20,52,0.33,3.3,0,15,0,281,9.702004025,14.74306488,380,0
160,3,2,20,52,0.33,3.1,0,200,0,0.176322238,0,0.009937764,380,1
166,3,2,20,52,0.33,3.3,0,0,0,170,0,19,0,1
163,3,2,20,52,0.33,3.3,0,81,0,1.16E-10,4.13E-12,6.35E-12,380,0
159,3,2,20,52,0.33,3.1,0,183,0,0.005853231,0,3.38E-04,380,1
162,3,2,20,52,0.33,3.3,0,181,0,7.35E-21,0,4.22E-22,380,1
165,3,2,20,52,0.33,3.3,0,16,0,265,9.289456991,13.90506922,380,0
157,3,2,20,52,0.33,3.1,0,182,0,30.79033345,0.831101223,5.834340703,380,0
164,3,2,20,52,0.33,3.3,0,65,0,4.75E-06,0,2.73E-07,380,1
158,3,2,20,52,0.33,3.1,0,182,0,0.005658831,0,3.27E-04,380,1
166,3,2,20,52,0.33,3.3,0,1,0,170.5,5.969810455,8.967264896,369,0
162,3,2,20,52,0.33,3.3,0,182,0,3.49E-21,1.19E-22,1.88E-22,380,0
165,3,2,20,52,0.33,3.3,0,17,0,249,8.685357521,13.20775969,380,0
158,3,2,20,52,0.33,3.1,0,183,0,0.002726995,0,1.54E-04,380,1
166,3,2,20,52,0.33,3.3,0,2,0,158,5.553235573,8.343202819,380,0
159,3,2,20,52,0.33,3.1,0,184,0,0.003300824,1.25E-04,1.82E-04,380,0
157,3,2,20,52,0.33,3.1,0,183,0,12.61685064,0,0.723835407,380,1
163,3,2,20,52,0.33,3.3,0,82,0,5.32E-11,0,3.02E-12,380,1
164,3,2,20,52,0.33,3.3,0,66,0,96.75163325,3.486803706,5.181178389,380,0
162,3,2,20,52,0.33,3.3,0,183,0,1.64E-21,0,9.50E-23,380,1
166,3,2,20,52,0.33,3.3,0,3,0,145.5,5.10677825,7.659599556,380,0
159,3,2,20,52,0.33,3.1,0,185,0,0.001773911,6.39E-05,9.51E-05,380,0
165,3,2,20,52,0.33,3.3,0,18,0,233,8.145570732,12.22388707,380,0
158,3,2,20,52,0.33,3.1,0,184,0,0.001332142,0,7.69E-05,380,1
157,3,2,20,52,0.33,3.1,0,184,0,4.817381125,0,0.272857624,380,1
162,3,2,20,52,0.33,3.3,0,184,0,7.84E-22,0,4.47E-23,380,1
164,3,2,20,52,0.33,3.3,0,67,0,133.7516333,4.333097611,11.83949998,380,0
166,3,2,20,52,0.33,3.3,0,4,0,133,4.663381155,7.016435113,380,0
163,3,2,20,52,0.33,3.3,0,83,0,2.45E-11,8.56E-13,1.33E-12,380,0
165,3,2,20,52,0.33,3.3,0,19,0,217,7.619306984,11.48028724,380,0
158,3,2,20,52,0.33,3.1,0,185,0,6.47E-04,0,3.72E-05,380,1
157,3,2,20,52,0.33,3.1,0,185,0,1.799697697,0,0.102746075,380,1
166,3,2,20,52,0.33,3.3,0,5,0,120.5,4.26389604,6.368397675,380,0
159,3,2,20,52,0.33,3.1,0,186,0,139.8779111,4.508319032,11.22691079,380,0
164,3,2,20,52,0.33,3.3,0,68,0,116.7516333,4.080871246,6.179841607,380,0
162,3,2,20,52,0.33,3.3,0,185,0,3.65E-22,0,2.05E-23,380,1
158,3,2,20,52,0.33,3.1,0,186,0,3.13E-04,0,1.75E-05,380,1
157,3,2,20,52,0.33,3.1,0,186,0,0.679813573,0.023616,0.036997807,380,0
166,3,2,20,52,0.33,3.3,0,6,0,108,3.845284187,5.768886517,380,0
165,3,2,20,52,0.33,3.3,0,20,0,201,7.071148092,10.5739916,380,0
164,3,2,20,52,0.33,3.3,0,69,0,99.75163325,3.507845846,5.41129904,380,0
162,3,2,20,52,0.33,3.3,0,186,0,1.69E-22,0,9.73E-24,380,1
159,3,2,20,52,0.33,3.1,0,187,0,128.3779111,4.580917497,6.869708287,380,0
163,3,2,20,52,0.33,3.3,0,84,0,86.15617251,2.687327479,7.587467083,380,0
166,3,2,20,52,0.33,3.3,0,7,0,95.5,3.349457609,5.05190042,380,0
158,3,2,20,52,0.33,3.1,0,187,0,1.55E-04,0,8.70E-06,380,1
165,3,2,20,52,0.33,3.3,0,21,0,185,6.35125714,9.988395502,380,0
157,3,2,20,52,0.33,3.1,0,187,0,0.265195096,0,0.015143882,380,1
164,3,2,20,52,0.33,3.3,0,70,0,82.75163325,2.936899708,4.425707406,380,0
162,3,2,20,52,0.33,3.3,0,187,0,7.80E-23,2.58E-24,4.16E-24,380,0
166,3,2,20,52,0.33,3.3,0,8,0,83,2.610714124,4.376688346,380,0
159,3,2,20,52,0.33,3.1,0,188,0,116.8779111,4.101553962,6.144434579,380,0
158,3,2,20,52,0.33,3.1,0,188,0,7.42E-05,0,4.24E-06,380,1
163,3,2,20,52,0.33,3.3,0,85,0,67.65617251,2.425918894,3.610312344,380,0
164,3,2,20,52,0.33,3.3,0,71,0,65.75163325,2.334121604,3.541773669,380,0
165,3,2,20,52,0.33,3.3,0,22,0,169,5.941467448,8.906891293,380,0
157,3,2,20,52,0.33,3.1,0,188,0,0.099861138,0,0.005726698,380,1
162,3,2,20,52,0.33,3.3,0,188,0,3.59E-23,1.30E-24,1.96E-24,380,0
159,3,2,20,52,0.33,3.1,0,189,0,105.3779111,3.69793385,5.641171304,380,0
166,3,2,20,52,0.33,3.3,0,9,0,70.5,2.518866292,3.737103974,380,0
158,3,2,20,52,0.33,3.1,0,189,0,3.69E-05,0,2.14E-06,380,1
164,3,2,20,52,0.33,3.3,0,72,0,48.75163325,1.25925247,2.650377709,380,0
163,3,2,20,52,0.33,3.3,0,86,0,49.15617251,1.463615244,2.672865053,380,0
165,3,2,20,52,0.33,3.3,0,23,0,153,5.419221349,8.207895993,380,0
162,3,2,20,52,0.33,3.3,0,189,0,1.69E-23,0,9.50E-25,380,1
157,3,2,20,52,0.33,3.1,0,189,0,0.037175984,0,0.002115939,380,1
159,3,2,20,52,0.33,3.1,0,190,0,93.87791114,3.336235809,5.036052477,380,0
158,3,2,20,52,0.33,3.1,0,190,0,1.85E-05,0,1.04E-06,380,1
166,3,2,20,52,0.33,3.3,0,10,0,58,0.606849946,3.16727296,380,0
164,3,2,20,52,0.33,3.3,0,73,0,31.98418623,0.790091169,1.807749245,380,0
165,3,2,20,52,0.33,3.3,0,24,0,137,4.797928211,7.198868905,380,0
162,3,2,20,52,0.33,3.3,0,190,0,8.07E-24,0,4.50E-25,380,1
159,3,2,20,52,0.33,3.1,0,191,0,82.37791114,2.706025694,4.363908583,380,0
157,3,2,20,52,0.33,3.1,0,190,0,0.013620059,0,7.74E-04,380,1
158,3,2,20,52,0.33,3.1,0,191,0,9.02E-06,0,5.08E-07,380,1
163,3,2,20,52,0.33,3.3,0,87,0,30.98501368,0,1.769912505,380,1
165,3,2,20,52,0.33,3.3,0,25,0,121,4.27939935,6.502746684,380,0
166,3,2,20,52,0.33,3.3,0,11,0,154.5,5.314455064,8.433937493,380,0
162,3,2,20,52,0.33,3.3,0,191,0,3.76E-24,0,2.15E-25,380,1
164,3,2,20,52,0.33,3.3,0,74,0,17.98743559,0.417415193,1.005898448,380,0
159,3,2,20,52,0.33,3.1,0,192,0,70.87791114,2.470184547,3.705249769,380,0
157,3,2,20,52,0.33,3.1,0,191,0,20.41330767,0,1.165790383,380,1
158,3,2,20,52,0.33,3.1,0,192,0,4.35E-06,1.50E-07,2.35E-07,380,0
165,3,2,20,52,0.33,3.3,0,26,0,105,3.700437965,5.559656175,380,0
166,3,2,20,52,0.33,3.3,0,12,0,158,5.515728219,8.384765604,380,0
162,3,2,20,52,0.33,3.3,0,192,0,1.70E-24,0,9.58E-26,380,1
163,3,2,20,52,0.33,3.3,0,88,0,17.29734533,0.652817005,0.93615802,380,0
157,3,2,20,52,0.33,3.1,0,192,0,8.066008001,0,0.462259958,380,1
164,3,2,20,52,0.33,3.3,0,75,0,26.91373481,0.090445198,6.203627239,380,0
165,3,2,20,52,0.33,3.3,0,27,0,89,3.251804695,4.765270091,380,0
166,3,2,20,52,0.33,3.3,0,13,0,145.5,5.080360342,7.822652042,380,0
158,3,2,20,52,0.33,3.1,0,193,0,1.482877159,0,0.08525808,380,1
162,3,2,20,52,0.33,3.3,0,193,0,7.65E-25,0,4.31E-26,380,1
157,3,2,20,52,0.33,3.1,0,193,0,3.00881835,0,0.171261663,380,1
159,3,2,20,52,0.33,3.1,0,193,0,59.37791114,1.791644091,3.155795706,380,0
163,3,2,20,52,0.33,3.3,0,89,0,8.72268978,0,0.496964528,380,1
166,3,2,20,52,0.33,3.3,0,14,0,133,4.677350722,7.10478173,380,0
165,3,2,20,52,0.33,3.3,0,28,0,73,1.806685354,3.977384038,380,0
158,3,2,20,52,0.33,3.1,0,194,0,0.735814242,0,0.042205701,380,1
162,3,2,20,52,0.33,3.3,0,194,0,3.59E-25,0,2.02E-26,380,1
164,3,2,20,52,0.33,3.3,0,76,0,14.0528,0.221978243,0.786282068,380,0
157,3,2,20,52,0.33,3.1,0,194,0,1.135596336,0,0.064690286,380,1
159,3,2,20,52,0.33,3.1,0,194,0,47.87791114,1.63483112,2.555531123,380,0
166,3,2,20,52,0.33,3.3,0,15,0,120.5,4.288528876,6.466794256,380,0
165,3,2,20,52,0.33,3.3,0,29,0,57,1.993885176,3.076779415,380,0
157,3,2,20,52,0.33,3.1,0,195,0,0.421068081,0,0.024029096,380,1
162,3,2,20,52,0.33,3.3,0,195,0,1.67E-25,0,9.59E-27,380,1
158,3,2,20,52,0.33,3.1,0,195,0,0.352186704,0,0.019765992,380,1
159,3,2,20,52,0.33,3.1,0,195,0,36.37791114,0.939443755,1.975137893,380,0
164,3,2,20,52,0.33,3.3,0,77,0,6.323802667,0,0.364346025,380,1
166,3,2,20,52,0.33,3.3,0,16,0,108,3.835731431,5.829412582,380,0
163,3,2,20,52,0.33,3.3,0,90,0,109.7147452,3.753183228,5.897253745,380,0
157,3,2,20,52,0.33,3.1,0,196,0,0.15432901,0,0.008812266,380,1
165,3,2,20,52,0.33,3.3,0,30,0,41,1.226572986,2.246136287,380,0
162,3,2,20,52,0.33,3.3,0,196,0,7.62E-26,2.89E-27,4.18E-27,380,0
158,3,2,20,52,0.33,3.1,0,196,0,0.168821616,0,0.00959998,380,1
164,3,2,20,52,0.33,3.3,0,78,0,2.848101034,0,0.16225834,380,1
166,3,2,20,52,0.33,3.3,0,17,0,107.5,3.468012173,5.784391283,380,0
159,3,2,20,52,0.33,3.1,0,196,0,26.02155459,0.378643029,1.449433801,380,0
157,3,2,20,52,0.33,3.1,0,197,0,0.058670629,0,0.003341167,380,1
165,3,2,20,52,0.33,3.3,0,31,0,25.97786281,0.547031837,1.426823098,380,0
162,3,2,20,52,0.33,3.3,0,197,0,3.49E-26,1.20E-27,1.91E-27,380,0
158,3,2,20,52,0.33,3.1,0,197,0,0.080610246,0,0.004615512,380,1
163,3,2,20,52,0.33,3.3,0,91,0,91.21474517,3.155417653,4.878789625,380,0
164,3,2,20,52,0.33,3.3,0,79,0,1.233689059,0,0.070904023,380,1
166,3,2,20,52,0.33,3.3,0,18,0,95,3.28455177,5.02893601,380,0
157,3,2,20,52,0.33,3.1,0,198,0,0.02174233,0,0.001227764,380,1
159,3,2,20,52,0.33,3.1,0,197,0,26.40942899,0.437557702,1.457783351,380,0
165,3,2,20,52,0.33,3.3,0,32,0,13.13223644,0.199560132,0.72665825,380,0
162,3,2,20,52,0.33,3.3,0,198,0,1.66E-26,6.12E-28,8.96E-28,380,0
158,3,2,20,52,0.33,3.1,0,198,0,0.039276549,0,0.00222108,380,1
163,3,2,20,52,0.33,3.3,0,92,0,72.71474517,1.845330548,3.961576014,380,0
162,3,2,20,52,0.33,3.3,0,199,0,7.61E-27,0,4.29E-28,380,1
164,3,2,20,52,0.33,3.3,0,80,0,0.546226422,0,0.03128598,380,1
157,3,2,20,52,0.33,3.1,0,199,0,0.008383737,0,4.76E-04,380,1
166,3,2,20,52,0.33,3.3,0,19,0,82.5,2.694680837,4.49882173,380,0
165,3,2,20,52,0.33,3.3,0,33,0,5.529906932,0,0.311300656,380,1
159,3,2,20,52,0.33,3.1,0,198,0,16.57692025,0.580408266,0.893248821,380,0
158,3,2,20,52,0.33,3.1,0,199,0,0.019353178,0,0.001098666,380,1
159,3,2,20,52,0.33,3.1,0,199,0,9.137782503,0.324999141,0.491529551,380,0
165,3,2,20,52,0.33,3.3,0,34,0,2.316711513,0,0.133281668,380,1
162,3,2,20,52,0.33,3.3,0,200,0,3.56E-27,0,2.01E-28,380,1
164,3,2,20,52,0.33,3.3,0,81,0,0.240709588,0,0.013890536,380,1
166,3,2,20,52,0.33,3.3,0,20,0,70,2.480425274,3.79602437,380,0
167,3,2,20,52,0.33,3.3,0,0,0,187,0,18,0,1
163,3,2,20,52,0.33,3.3,0,93,0,54.21474517,1.4778982,3.015788153,380,0
157,3,2,20,52,0.33,3.1,0,200,0,0.003117536,0,1.79E-04,380,1
158,3,2,20,52,0.33,3.1,0,200,0,0.00938995,0,5.38E-04,380,1
165,3,2,20,52,0.33,3.3,0,35,0,1.001256611,0,0.056895256,380,1
168,3,2,20,52,0.33,3.3,0,0,0,201,0,19,0,1
159,3,2,20,52,0.33,3.1,0,200,0,4.966840876,0,0.280913364,380,1
169,3,2,20,52,0.33,3.3,0,0,0,210,0,18,0,1
164,3,2,20,52,0.33,3.3,0,82,0,0.104738346,0.00375336,0.005625606,380,0
170,3,2,20,52,0.33,3.3,0,0,0,246,0,19,0,1
167,3,2,20,52,0.33,3.3,0,1,0,235.5,8.186745555,12.63429498,372,0
166,3,2,20,52,0.33,3.3,0,21,0,57.5,2.068588813,3.066382125,380,0
164,3,2,20,52,0.33,3.3,0,83,0,0.045587095,0,0.002624235,380,1
165,3,2,20,52,0.33,3.3,0,36,0,0.438674947,0,0.02499702,380,1
170,3,2,20,52,0.33,3.3,0,1,0,257,9.126746799,13.70594459,370,0
163,3,2,20,52,0.33,3.3,0,94,0,35.92859272,1.266386939,1.93345698,380,0
168,3,2,20,52,0.33,3.3,0,1,0,247.5,8.93695692,13.48974445,371,0
169,3,2,20,52,0.33,3.3,0,1,0,275,9.642240418,14.71724684,370,0
167,3,2,20,52,0.33,3.3,0,2,0,211,6.815787562,11.26452752,380,0
164,3,2,20,52,0.33,3.3,0,84,0,0.019823859,0,0.001123461,380,1
170,3,2,20,52,0.33,3.3,0,2,0,236,8.220328198,12.63744537,380,0
166,3,2,20,52,0.33,3.3,0,22,0,45,1.627872393,2.409286319,380,0
165,3,2,20,52,0.33,3.3,0,37,0,0.184737818,0,0.010460934,380,1
168,3,2,20,52,0.33,3.3,0,2,0,230,8.013493843,12.0566398,380,0
167,3,2,20,52,0.33,3.3,0,3,0,186.5,6.686712117,9.95424809,380,0
163,3,2,20,52,0.33,3.3,0,95,0,20.3209351,0.082193335,1.14396534,380,0
169,3,2,20,52,0.33,3.3,0,2,0,257,9.126590154,13.50443245,380,0
164,3,2,20,52,0.33,3.3,0,85,0,0.009048878,3.23E-04,4.91E-04,380,0
168,3,2,20,52,0.33,3.3,0,3,0,212.5,7.610242951,11.30672147,380,0
170,3,2,20,52,0.33,3.3,0,3,0,215,7.718666664,11.34439588,380,0
165,3,2,20,52,0.33,3.3,0,38,0,0.075654404,0,0.00429936,380,1
166,3,2,20,52,0.33,3.3,0,23,0,126.5,4.546187263,8.148102782,380,0
167,3,2,20,52,0.33,3.3,0,4,0,162,5.777283633,8.672378088,380,0
164,3,2,20,52,0.33,3.3,0,86,0,0.004129901,1.55E-04,2.22E-04,380,0
169,3,2,20,52,0.33,3.3,0,3,0,239,8.494395145,12.62180675,380,0
163,3,2,20,52,0.33,3.3,0,96,0,10.14254675,0,0.586242838,380,1
170,3,2,20,52,0.33,3.3,0,4,0,194,6.852773803,10.22054533,380,0
165,3,2,20,52,0.33,3.3,0,39,0,0.032212362,0,0.001838386,380,1
168,3,2,20,52,0.33,3.3,0,4,0,203,6.207982528,10.74995423,380,0
167,3,2,20,52,0.33,3.3,0,5,0,179.5,6.202008992,9.692830488,380,0
164,3,2,20,52,0.33,3.3,0,87,0,0.001816756,0,1.02E-04,380,1
169,3,2,20,52,0.33,3.3,0,4,0,221,7.792316427,11.62130181,380,0
166,3,2,20,52,0.33,3.3,0,24,0,114,3.90756365,6.048121787,380,0
170,3,2,20,52,0.33,3.3,0,5,0,173,6.259795036,9.20950579,380,0
165,3,2,20,52,0.33,3.3,0,40,0,0.013230047,0,7.61E-04,380,1
167,3,2,20,52,0.33,3.3,0,6,0,155,5.178654134,8.282106408,380,0
168,3,2,20,52,0.33,3.3,0,5,0,185.5,6.627653632,9.926584354,380,0
163,3,2,20,52,0.33,3.3,0,97,0,4.851529509,0.168650973,0.26155221,380,0
164,3,2,20,52,0.33,3.3,0,88,0,8.04E-04,3.02E-05,4.33E-05,380,0
170,3,2,20,52,0.33,3.3,0,6,0,152,5.474378486,8.137941199,380,0
166,3,2,20,52,0.33,3.3,0,25,0,101.5,3.582407457,5.399472374,380,0
165,3,2,20,52,0.33,3.3,0,41,0,0.005522314,0,3.11E-04,380,1
169,3,2,20,52,0.33,3.3,0,5,0,332,14.30469966,17.91366124,380,0
167,3,2,20,52,0.33,3.3,0,7,0,130.5,4.589660628,6.983281942,380,0
168,3,2,20,52,0.33,3.3,0,6,0,168,5.913082361,8.815451625,380,0
164,3,2,20,52,0.33,3.3,0,89,0,3.61E-04,0,2.07E-05,380,1
163,3,2,20,52,0.33,3.3,0,98,0,2.211262981,0,0.127011589,380,1
170,3,2,20,52,0.33,3.3,0,7,0,131,4.506083128,6.996766173,380,0
166,3,2,20,52,0.33,3.3,0,26,0,123,4.281578822,6.605128482,380,0
167,3,2,20,52,0.33,3.3,0,8,0,106,3.770010911,5.677908241,380,0
169,3,2,20,52,0.33,3.3,0,6,0,314,10.95410882,16.60614441,380,0
165,3,2,20,52,0.33,3.3,0,42,0,0.002294508,0,1.31E-04,380,1
168,3,2,20,52,0.33,3.3,0,7,0,150.5,5.442315851,8.065704343,380,0
170,3,2,20,52,0.33,3.3,0,8,0,110,3.974088403,5.890249868,380,0
164,3,2,20,52,0.33,3.3,0,90,0,1.60E-04,0,8.88E-06,380,1
163,3,2,20,52,0.33,3.3,0,99,0,1.012337696,0,0.057100982,380,1
168,3,2,20,52,0.33,3.3,0,8,0,133,4.42006958,7.194268346,380,0
169,3,2,20,52,0.33,3.3,0,7,0,327,11.20961529,18.27603471,380,0
166,3,2,20,52,0.33,3.3,0,27,0,110.5,3.85573852,5.873275291,380,0
167,3,2,20,52,0.33,3.3,0,9,0,81.5,2.883356585,4.434792888,380,0
170,3,2,20,52,0.33,3.3,0,9,0,89,2.693053284,4.815112433,380,0
164,3,2,20,52,0.33,3.3,0,91,0,7.10E-05,0,4.11E-06,380,1
165,3,2,20,52,0.33,3.3,0,43,0,169.0022945,6.078429368,8.952170135,380,0
167,3,2,20,52,0.33,3.3,0,10,0,57,1.422139978,3.174481707,380,0
169,3,2,20,52,0.33,3.3,0,8,0,309,10.47100532,16.30262513,380,0
166,3,2,20,52,0.33,3.3,0,28,0,98,3.451187809,5.178908528,380,0
163,3,2,20,52,0.33,3.3,0,100,0,0.479119173,0.016033788,0.025697774,380,0
168,3,2,20,52,0.33,3.3,0,9,0,153.5,5.414968664,8.236534916,380,0
164,3,2,20,52,0.33,3.3,0,92,0,3.13E-05,0,1.79E-06,380,1
170,3,2,20,52,0.33,3.3,0,10,0,68,2.186624684,3.696825397,380,0
167,3,2,20,52,0.33,3.3,0,11,0,32.76356918,0,1.861449932,380,1
165,3,2,20,52,0.33,3.3,0,44,0,153.0022945,5.506976403,8.120317089,380,0
169,3,2,20,52,0.33,3.3,0,9,0,291,10.20232271,15.18508326,380,0
164,3,2,20,52,0.33,3.3,0,93,0,1.38E-05,0,7.90E-07,380,1
166,3,2,20,52,0.33,3.3,0,29,0,85.5,2.796282545,4.637324424,380,0
168,3,2,20,52,0.33,3.3,0,10,0,136,4.832286886,7.233954592,380,0
163,3,2,20,52,0.33,3.3,0,101,0,0.225210421,0,0.012875486,380,1
170,3,2,20,52,0.33,3.3,0,11,0,47,1.465599618,2.588766274,380,0
167,3,2,20,52,0.33,3.3,0,12,0,14.2304504,0.215987824,0.804962964,380,0
165,3,2,20,52,0.33,3.3,0,45,0,137.0022945,4.781241737,7.268918594,380,0
169,3,2,20,52,0.33,3.3,0,10,0,273,9.572162513,14.44486387,380,0
164,3,2,20,52,0.33,3.3,0,94,0,6.08E-06,0,3.51E-07,380,1
166,3,2,20,52,0.33,3.3,0,30,0,73,2.576298574,3.872960527,380,0
