[run number],connect-number,resource-abundance,altruist-number,Max.Resource,Shared,hardship,miser-number,[step],sum [Waste] of altruists,sum [Harvest] of altruists,min [Harvest] of altruists,max [Harvest] of altruists,count foods,count (altruists) with [Harvest = 0]
50,3,2,20,52,0.33,0.9,0,66,1008.072722,934.8295069,31.58547119,48.8108701,380,0
53,3,2,20,52,0.33,1.1,0,54,1593.671675,975.3283249,33.88764382,51.00198103,380,0
49,3,2,20,52,0.33,0.9,0,81,3138.957874,971.5421258,33.87595029,52,380,0
51,3,2,20,52,0.33,1.1,0,62,2015.278257,996.7217428,34.84,52,380,0
54,3,2,20,52,0.33,1.1,0,51,1858.211037,970.7889634,33.42233523,51.70198311,380,0
50,3,2,20,52,0.33,0.9,0,67,1008.072722,910.8295069,31.5597857,48.02621356,380,0
55,3,2,20,52,0.33,1.1,0,47,619.9858389,970.5141611,33.65654557,50.46340386,380,0
53,3,2,20,52,0.33,1.1,0,55,1593.992714,954.5072858,33.24266975,50.9052438,380,0
48,3,2,20,52,0.33,0.9,0,71,2464.672375,993.3276248,31.26830122,51.96053596,380,0
52,3,2,20,52,0.33,1.1,0,67,2170.627643,889.3723569,30.96375001,47.26784536,380,0
49,3,2,20,52,0.33,0.9,0,82,3206.557694,990.4423058,34.74007723,52,380,0
50,3,2,20,52,0.33,0.9,0,68,1008.072722,886.8295069,33.24818107,46.4197702,380,0
53,3,2,20,52,0.33,1.1,0,56,1593.992714,934.0072858,32.61727789,49.69966231,380,0
51,3,2,20,52,0.33,1.1,0,63,2126.165117,988.8348831,34.26383639,52,380,0
54,3,2,20,52,0.33,1.1,0,52,1858.211037,946.7889634,33.12408193,49.64864651,380,0
55,3,2,20,52,0.33,1.1,0,48,620.4367308,950.5632692,32.97868058,49.91426057,380,0
52,3,2,20,52,0.33,1.1,0,68,2170.627643,873.3723569,30.01915644,45.69520632,380,0
50,3,2,20,52,0.33,0.9,0,69,1008.072722,862.8295069,29.97552106,44.95631059,380,0
55,3,2,20,52,0.33,1.1,0,49,620.4367308,931.0632692,32.28162569,49.57340672,380,0
48,3,2,20,52,0.33,0.9,0,72,2626.305888,985.694112,34.04759338,52,380,0
53,3,2,20,52,0.33,1.1,0,57,1593.992714,913.5072858,31.57341865,47.56754916,380,0
49,3,2,20,52,0.33,0.9,0,83,3215.714673,976.7853274,33.69403171,52,380,0
54,3,2,20,52,0.33,1.1,0,53,1858.211037,922.7889634,31.91417113,49.06328667,380,0
55,3,2,20,52,0.33,1.1,0,50,620.4367308,911.5632692,31.77274139,47.90242542,380,0
51,3,2,20,52,0.33,1.1,0,64,2211.586708,995.4132921,34.42607586,52,380,0
50,3,2,20,52,0.33,0.9,0,70,1008.072722,838.8295069,28.61882898,44.34092792,380,0
52,3,2,20,52,0.33,1.1,0,69,2170.627643,851.3723569,29.96647698,44.46147768,380,0
48,3,2,20,52,0.33,0.9,0,73,2627.754136,956.2458644,33.90067016,51.07245337,380,0
53,3,2,20,52,0.33,1.1,0,58,1604.84744,968.1525595,31.9241254,51.31073209,380,0
55,3,2,20,52,0.33,1.1,0,51,624.4821949,924.0178051,32.38378958,48.48229402,380,0
54,3,2,20,52,0.33,1.1,0,54,1872.099088,974.9009122,33.08388976,52,380,0
49,3,2,20,52,0.33,0.9,0,84,3215.906018,958.0939818,33.33768971,49.82838531,380,0
50,3,2,20,52,0.33,0.9,0,71,1008.072722,814.8295069,29.63028198,43.42265549,380,0
51,3,2,20,52,0.33,1.1,0,65,2266.066245,989.933755,34.70479344,51.81104288,380,0
55,3,2,20,52,0.33,1.1,0,52,624.4821949,904.5178051,31.55366227,47.50668403,380,0
51,3,2,20,52,0.33,1.1,0,66,2268.787693,968.2123068,33.64232592,50.41419952,380,0
52,3,2,20,52,0.33,1.1,0,70,2170.627643,876.3723569,30.61838348,46.68432934,380,0
48,3,2,20,52,0.33,0.9,0,74,2709.048969,987.9510309,34.56280192,52,380,0
54,3,2,20,52,0.33,1.1,0,55,1950.569294,989.4307057,33.17645716,51.78781193,380,0
50,3,2,20,52,0.33,0.9,0,72,1008.072722,790.8295069,26.68368776,41.29868389,380,0
53,3,2,20,52,0.33,1.1,0,59,1619.082228,966.4177722,33.62840441,51.0608818,380,0
49,3,2,20,52,0.33,0.9,0,85,3302.171333,994.328667,34.01606513,52,380,0
51,3,2,20,52,0.33,1.1,0,67,2268.787693,949.2123068,32.91796988,50.49467667,380,0
52,3,2,20,52,0.33,1.1,0,71,2170.627643,854.3723569,29.852491,44.84303515,380,0
54,3,2,20,52,0.33,1.1,0,56,1951.308925,964.6910745,33.51210252,50.83978287,380,0
50,3,2,20,52,0.33,0.9,0,73,1008.072722,766.8295069,26.65691113,40.91655692,380,0
55,3,2,20,52,0.33,1.1,0,53,624.4821949,932.0178051,29.62076482,49.76202296,380,0
48,3,2,20,52,0.33,0.9,0,75,2764.105719,988.8942809,34.04852062,51.86140623,380,0
53,3,2,20,52,0.33,1.1,0,60,1735.803806,998.1961937,33.81262442,52,380,0
49,3,2,20,52,0.33,0.9,0,86,3345.549992,995.4500079,34.43908617,51.7557521,380,0
52,3,2,20,52,0.33,1.1,0,72,2171.655799,874.3442015,30.81217151,45.93315061,380,0
50,3,2,20,52,0.33,0.9,0,74,1008.072722,744.8295069,25.83224509,39.8275768,380,0
51,3,2,20,52,0.33,1.1,0,68,2307.147091,993.8529093,34.33562268,52,380,0
54,3,2,20,52,0.33,1.1,0,57,1980.162416,980.8375835,34.84,51.68649455,380,0
52,3,2,20,52,0.33,1.1,0,73,2171.655799,852.3442015,29.72162009,44.8343183,380,0
48,3,2,20,52,0.33,0.9,0,76,2831.557071,992.4429294,34.84,52,380,0
55,3,2,20,52,0.33,1.1,0,54,721.9340137,995.0659863,34.28794724,52,380,0
49,3,2,20,52,0.33,0.9,0,87,3423.954779,993.5452206,34.50325115,52,380,0
53,3,2,20,52,0.33,1.1,0,61,1927.741628,994.7583719,34.72727658,52,380,0
52,3,2,20,52,0.33,1.1,0,74,2171.655799,830.3442015,29.40789514,43.9684584,380,0
54,3,2,20,52,0.33,1.1,0,58,2090.117668,995.8823321,32.21187731,52,380,0
51,3,2,20,52,0.33,1.1,0,69,2556.570712,992.4292877,34.84,52,380,0
50,3,2,20,52,0.33,0.9,0,75,1011.821238,951.0809909,32.2838268,51.62546457,380,0
49,3,2,20,52,0.33,0.9,0,88,3448.677787,976.3222127,33.89017933,52,380,0
52,3,2,20,52,0.33,1.1,0,75,2171.655799,808.3442015,28.0291931,42.12219401,380,0
48,3,2,20,52,0.33,0.9,0,77,2833.863116,962.1368845,33.52342143,51.64101058,380,0
55,3,2,20,52,0.33,1.1,0,55,891.224356,993.275644,34.66096694,52,380,0
54,3,2,20,52,0.33,1.1,0,59,2097.250877,964.7491235,33.64554438,50.24771507,380,0
53,3,2,20,52,0.33,1.1,0,62,2035.885388,994.1146122,34.84,52,380,0
50,3,2,20,52,0.33,0.9,0,76,1048.415088,987.4871405,34.48837172,52,380,0
49,3,2,20,52,0.33,0.9,0,89,3448.677787,957.8222127,33.02311511,50.19166542,380,0
51,3,2,20,52,0.33,1.1,0,70,2789.012065,1001.987935,34.84,52,380,0
52,3,2,20,52,0.33,1.1,0,76,2171.655799,786.3442015,27.30658875,41.06614261,380,0
48,3,2,20,52,0.33,0.9,0,78,2844.27647,962.72353,32.81813278,50.43458871,380,0
54,3,2,20,52,0.33,1.1,0,60,2097.608736,959.3912644,32.43586064,52,380,0
55,3,2,20,52,0.33,1.1,0,56,948.7957347,997.2042653,34.72997783,52,380,0
53,3,2,20,52,0.33,1.1,0,63,2086.040473,985.4595275,33.82285525,51.51805753,380,0
50,3,2,20,52,0.33,0.9,0,77,1083.754754,972.1474744,33.88141209,52,380,0
49,3,2,20,52,0.33,0.9,0,90,3448.677787,939.3222127,33.2801555,49.14872992,380,0
50,3,2,20,52,0.33,0.9,0,78,1083.754754,948.1474744,34.42906059,49.74307445,380,0
53,3,2,20,52,0.33,1.1,0,64,2088.185628,969.8143723,34.04886707,50.8676863,380,0
54,3,2,20,52,0.33,1.1,0,61,2118.346776,971.653224,34.16528571,51.91658028,380,0
55,3,2,20,52,0.33,1.1,0,57,1013.49411,991.0058897,34.71340828,51.87021401,380,0
49,3,2,20,52,0.33,0.9,0,91,3451.956416,938.5435837,32.31944899,52,380,0
51,3,2,20,52,0.33,1.1,0,71,3062.875643,997.1243569,34.54432049,52,380,0
52,3,2,20,52,0.33,1.1,0,77,2171.655799,857.3442015,29.6872749,45.25501359,380,0
48,3,2,20,52,0.33,0.9,0,79,2976.288117,995.7118832,31.22819623,52,380,0
54,3,2,20,52,0.33,1.1,0,62,2118.346776,947.653224,33.53266941,49.62955293,380,0
50,3,2,20,52,0.33,0.9,0,79,1083.754754,945.1474744,32.67890525,50.26932842,380,0
53,3,2,20,52,0.33,1.1,0,65,2295.816175,997.6838253,34.84,52,380,0
49,3,2,20,52,0.33,0.9,0,92,3535.709291,995.2907093,34.77733854,52,380,0
55,3,2,20,52,0.33,1.1,0,58,1178.986845,994.0131547,34.53362191,52,380,0
52,3,2,20,52,0.33,1.1,0,78,2216.923692,993.0763079,34.69667327,52,380,0
51,3,2,20,52,0.33,1.1,0,72,3102.751108,992.2488918,34.60273115,51.70548545,380,0
54,3,2,20,52,0.33,1.1,0,63,2136.370803,977.6291972,34.54841729,51.55445955,380,0
48,3,2,20,52,0.33,0.9,0,80,3050.273743,979.726257,34.03157418,51.55134542,380,0
50,3,2,20,52,0.33,0.9,0,80,1150.220687,996.6815413,33.73876227,52,380,0
55,3,2,20,52,0.33,1.1,0,59,1251.303374,988.1966258,34.52027284,51.61918327,380,0
49,3,2,20,52,0.33,0.9,0,93,3644.48488,992.0151204,34.68653485,52,380,0
52,3,2,20,52,0.33,1.1,0,79,2316.917608,993.0823923,34.68431344,52,380,0
53,3,2,20,52,0.33,1.1,0,66,2448.783225,994.2167749,34.80953707,51.96477529,380,0
48,3,2,20,52,0.33,0.9,0,81,3050.273743,951.726257,32.32705073,51.95806588,380,0
51,3,2,20,52,0.33,1.1,0,73,3227.359889,994.6401114,34.84,52,380,0
54,3,2,20,52,0.33,1.1,0,64,2364.580603,999.4193971,34.71896878,52,380,0
50,3,2,20,52,0.33,0.9,0,81,1377.998216,994.9040121,34.80114121,52,380,0
49,3,2,20,52,0.33,0.9,0,94,3671.365466,982.6345336,34.26112976,51.68068632,380,0
52,3,2,20,52,0.33,1.1,0,80,2330.288683,969.7113171,33.78055862,51.52042763,380,0
55,3,2,20,52,0.33,1.1,0,60,1436.559877,995.4401233,34.08886983,52,380,0
53,3,2,20,52,0.33,1.1,0,67,2482.925074,986.5749259,34.40309923,51.40711662,380,0
48,3,2,20,52,0.33,0.9,0,82,3050.273743,923.726257,32.13019542,48.73130907,380,0
52,3,2,20,52,0.33,1.1,0,81,2330.288683,947.7113171,32.97761671,49.95107042,380,0
50,3,2,20,52,0.33,0.9,0,82,1456.316052,988.586177,34.61527881,52,380,0
51,3,2,20,52,0.33,1.1,0,74,3361.860865,999.1391355,34.5415932,52,380,0
49,3,2,20,52,0.33,0.9,0,95,3690.73905,990.7609503,34.25544461,52,380,0
54,3,2,20,52,0.33,1.1,0,65,2613.17914,991.8208597,34.24584933,52,380,0
53,3,2,20,52,0.33,1.1,0,68,2533.616204,989.383796,34.36196328,51.42783493,380,0
52,3,2,20,52,0.33,1.1,0,82,2330.288683,925.7113171,32.44163411,48.3308984,380,0
50,3,2,20,52,0.33,0.9,0,83,1468.418713,986.4835156,34.25029316,51.86529444,380,0
55,3,2,20,52,0.33,1.1,0,61,1535.927443,997.5725571,34.55262454,52,380,0
49,3,2,20,52,0.33,0.9,0,96,3729.273153,983.7268468,34.13254757,51.25015267,380,0
48,3,2,20,52,0.33,0.9,0,83,3088.224382,978.7756185,33.89785571,51.77304203,380,0
51,3,2,20,52,0.33,1.1,0,75,3380.642075,979.3579254,34.24778813,51.54493222,380,0
52,3,2,20,52,0.33,1.1,0,83,2358.076049,972.9239508,34.01959415,50.59730271,380,0
53,3,2,20,52,0.33,1.1,0,69,2549.822685,981.6773146,34.40278042,51.57195893,380,0
49,3,2,20,52,0.33,0.9,0,97,3730.650916,963.8490844,33.59442399,51.75401367,380,0
54,3,2,20,52,0.33,1.1,0,66,2827.273175,993.7268247,32.5365257,52,380,0
50,3,2,20,52,0.33,0.9,0,84,1637.441122,997.4611069,34.77916081,52,380,0
55,3,2,20,52,0.33,1.1,0,62,1555.058901,982.9410994,34.21453752,51.80749636,380,0
54,3,2,20,52,0.33,1.1,0,67,2831.731768,965.2682321,33.29049498,50.68694919,380,0
52,3,2,20,52,0.33,1.1,0,84,2409.757646,989.2423541,34.64617606,51.83090562,380,0
49,3,2,20,52,0.33,0.9,0,98,3747.447676,974.5523242,33.8630625,51.27209449,380,0
50,3,2,20,52,0.33,0.9,0,85,1655.909702,978.9925269,33.0259945,52,380,0
48,3,2,20,52,0.33,0.9,0,84,3317.479594,994.5204062,34.84,52,380,0
51,3,2,20,52,0.33,1.1,0,76,3592.181191,996.8188088,34.84,52,380,0
53,3,2,20,52,0.33,1.1,0,70,2704.622053,996.3779474,34.74614522,52,380,0
55,3,2,20,52,0.33,1.1,0,63,1707.700207,996.7997933,34.32729999,52,380,0
52,3,2,20,52,0.33,1.1,0,85,2421.285717,971.7142828,33.77667492,52,380,0
50,3,2,20,52,0.33,0.9,0,86,1663.679346,959.222883,33.0410945,49.94009651,380,0
54,3,2,20,52,0.33,1.1,0,68,2861.566795,986.4332048,34.15783348,52,380,0
53,3,2,20,52,0.33,1.1,0,71,2777.179471,990.3205293,34.47228293,51.97431353,380,0
49,3,2,20,52,0.33,0.9,0,99,3780.185623,980.3143769,33.98685813,51.14082477,380,0
51,3,2,20,52,0.33,1.1,0,77,3677.402557,997.5974432,20.3,52,380,0
55,3,2,20,52,0.33,1.1,0,64,1829.58879,990.4112095,34.25116467,51.89519047,380,0
52,3,2,20,52,0.33,1.1,0,86,2426.26117,962.73883,33.17533895,50.00951256,380,0
48,3,2,20,52,0.33,0.9,0,85,3439.383887,987.6161127,34.36336766,52,380,0
54,3,2,20,52,0.33,1.1,0,69,2892.203495,982.7965054,34.84,51.75671292,380,0
53,3,2,20,52,0.33,1.1,0,72,2890.960812,998.0391876,34.55686117,52,380,0
51,3,2,20,52,0.33,1.1,0,78,3683.473829,972.5261714,33.7682779,50.5244759,380,0
50,3,2,20,52,0.33,0.9,0,87,1775.91886,989.9833682,32.71462625,52,380,0
49,3,2,20,52,0.33,0.9,0,100,3844.082525,986.9174755,34.34592311,52,380,0
52,3,2,20,52,0.33,1.1,0,87,2426.26117,940.73883,32.67569758,49.94858368,380,0
54,3,2,20,52,0.33,1.1,0,70,2909.168567,968.8314326,34.18756513,51.5852461,380,0
55,3,2,20,52,0.33,1.1,0,65,1839.327885,975.1721153,34.00173997,52,380,0
51,3,2,20,52,0.33,1.1,0,79,3683.473829,953.5261714,33.19460883,49.91173534,380,0
48,3,2,20,52,0.33,0.9,0,86,3446.574265,967.425735,33.93396865,50.83980512,380,0
49,3,2,20,52,0.33,0.9,0,101,3846.715507,969.7844928,34.11902885,51.40503858,380,0
50,3,2,20,52,0.33,0.9,0,88,1822.699407,996.2028216,32.64385542,51.89448543,380,0
53,3,2,20,52,0.33,1.1,0,73,3143.535065,993.9649348,34.62644724,52,380,0
52,3,2,20,52,0.33,1.1,0,88,2430.56631,945.4336896,33.47116383,49.84390866,380,0
54,3,2,20,52,0.33,1.1,0,71,2924.110872,961.8891283,32.98447213,50.85490002,380,0
51,3,2,20,52,0.33,1.1,0,80,3683.473829,934.5261714,32.01155871,48.95471437,380,0
55,3,2,20,52,0.33,1.1,0,66,1839.327885,955.6721153,31.36084212,50.68858985,380,0
52,3,2,20,52,0.33,1.1,0,89,2453.017788,965.9822121,31.64359934,52,380,0
50,3,2,20,52,0.33,0.9,0,89,1843.041683,981.8605455,34.20678883,51.40322123,380,0
53,3,2,20,52,0.33,1.1,0,74,3155.792453,977.2075474,32.86985105,51.64207591,380,0
51,3,2,20,52,0.33,1.1,0,81,3683.473829,915.5261714,31.88360054,48.02307973,380,0
49,3,2,20,52,0.33,0.9,0,102,3934.648215,996.3517848,34.77766467,51.98976584,380,0
48,3,2,20,52,0.33,0.9,0,87,3637.20539,997.7946095,34.34100173,52,380,0
54,3,2,20,52,0.33,1.1,0,72,2924.110872,937.8891283,32.67522715,49.74929315,380,0
52,3,2,20,52,0.33,1.1,0,90,2456.598505,956.4014947,33.22361315,49.70952145,380,0
55,3,2,20,52,0.33,1.1,0,67,1940.72694,995.7730601,34.02222517,52,380,0
50,3,2,20,52,0.33,0.9,0,90,1844.65057,956.2516586,33.05429366,50.11365225,380,0
54,3,2,20,52,0.33,1.1,0,73,2924.110872,913.8891283,31.81248105,47.61939449,380,0
51,3,2,20,52,0.33,1.1,0,82,3688.768426,958.231574,32.65488485,50.99641742,380,0
49,3,2,20,52,0.33,0.9,0,103,3936.862555,975.6374445,32.24107699,50.9097913,380,0
53,3,2,20,52,0.33,1.1,0,75,3171.891646,975.6083538,32.91433243,51.40284881,380,0
48,3,2,20,52,0.33,0.9,0,88,3723.223695,995.7763047,34.55867458,52,380,0
52,3,2,20,52,0.33,1.1,0,91,2474.116903,969.8830972,32.4091047,51.30585254,380,0
55,3,2,20,52,0.33,1.1,0,68,1963.138316,977.861684,33.87667322,52,380,0
54,3,2,20,52,0.33,1.1,0,74,2924.110872,889.8891283,30.95993844,47.17865069,380,0
51,3,2,20,52,0.33,1.1,0,83,3731.350428,983.6495721,34.32660357,51.74974599,380,0
52,3,2,20,52,0.33,1.1,0,92,2474.116903,947.8830972,33.04098884,49.65026594,380,0
49,3,2,20,52,0.33,0.9,0,104,3938.128744,955.8712556,32.76314435,52,380,0
50,3,2,20,52,0.33,0.9,0,91,1867.325039,977.57719,33.60619557,51.64244517,380,0
53,3,2,20,52,0.33,1.1,0,76,3232.301009,990.6989909,34.77074766,52,380,0
54,3,2,20,52,0.33,1.1,0,75,2924.110872,865.8891283,30.0290269,45.15989029,380,0
48,3,2,20,52,0.33,0.9,0,89,3867.929419,990.0705812,34.23045652,52,380,0
51,3,2,20,52,0.33,1.1,0,84,3733.164703,962.8352965,33.48773523,49.97923431,380,0
52,3,2,20,52,0.33,1.1,0,93,2474.116903,925.8830972,31.27843774,49.86343536,380,0
55,3,2,20,52,0.33,1.1,0,69,2104.252666,996.2473343,34.59878764,52,380,0
49,3,2,20,52,0.33,0.9,0,105,3938.128744,937.3712556,33.34434725,49.7223509,380,0
53,3,2,20,52,0.33,1.1,0,77,3233.798229,968.7017712,33.68661257,51.80170695,380,0
54,3,2,20,52,0.33,1.1,0,76,2924.110872,841.8891283,29.33309069,44.52093894,380,0
50,3,2,20,52,0.33,0.9,0,92,1978.437045,1000.465184,34.79303993,52,380,0
51,3,2,20,52,0.33,1.1,0,85,3733.164703,943.8352965,32.87157135,49.16442306,380,0
52,3,2,20,52,0.33,1.1,0,94,2474.116903,903.8830972,31.0907607,47.02921346,380,0
49,3,2,20,52,0.33,0.9,0,106,3938.128744,918.8712556,31.94485588,48.79146602,380,0
53,3,2,20,52,0.33,1.1,0,78,3233.798229,948.2017712,32.96797879,49.35934882,380,0
48,3,2,20,52,0.33,0.9,0,90,3870.975355,959.0246448,31.98853754,51.21178494,380,0
55,3,2,20,52,0.33,1.1,0,70,2125.976967,975.0230335,33.7507708,50.87071814,380,0
54,3,2,20,52,0.33,1.1,0,77,2924.110872,857.8891283,29.63058004,44.75984074,380,0
49,3,2,20,52,0.33,0.9,0,107,3938.128744,900.3712556,31.39310415,46.9655827,380,0
52,3,2,20,52,0.33,1.1,0,95,2474.116903,881.8830972,31.21602656,46.51232742,380,0
50,3,2,20,52,0.33,0.9,0,93,2148.233905,990.668324,34.61262316,51.87637706,380,0
51,3,2,20,52,0.33,1.1,0,86,3733.256216,941.7437837,32.62005931,50.3303102,380,0
53,3,2,20,52,0.33,1.1,0,79,3233.798229,927.7017712,31.75614942,50.00092432,380,0
55,3,2,20,52,0.33,1.1,0,71,2172.192625,971.3073746,34.09702944,51.67638311,380,0
48,3,2,20,52,0.33,0.9,0,91,3882.521559,962.4784409,33.85391988,50.97228798,380,0
54,3,2,20,52,0.33,1.1,0,78,2927.736984,944.2630159,30.67655579,49.99221047,380,0
49,3,2,20,52,0.33,0.9,0,108,3972.668896,990.3311036,33.57270386,52,380,0
53,3,2,20,52,0.33,1.1,0,80,3233.798229,907.2017712,29.99120592,48.57350253,380,0
50,3,2,20,52,0.33,0.9,0,94,2161.674815,974.2274134,34.38334389,51.18821982,380,0
55,3,2,20,52,0.33,1.1,0,72,2172.366807,951.6331932,32.70223371,49.90119785,380,0
52,3,2,20,52,0.33,1.1,0,96,2584.172458,995.8275417,34.73101471,52,380,0
51,3,2,20,52,0.33,1.1,0,87,3733.256216,922.7437837,32.40046993,48.02569219,380,0
49,3,2,20,52,0.33,0.9,0,109,3973.030795,971.469205,33.71546919,51.41887658,380,0
53,3,2,20,52,0.33,1.1,0,81,3235.736893,931.7631066,32.42636527,49.25496885,380,0
54,3,2,20,52,0.33,1.1,0,79,2997.647938,990.3520623,34.63728443,51.73095129,380,0
55,3,2,20,52,0.33,1.1,0,73,2194.375171,983.1248291,33.61542652,51.80802073,380,0
49,3,2,20,52,0.33,0.9,0,110,3973.030795,952.969205,33.20331202,49.8649519,380,0
48,3,2,20,52,0.33,0.9,0,92,4071.188376,995.811624,34.84,52,380,0
52,3,2,20,52,0.33,1.1,0,97,2707.626323,987.3736772,34.25088931,52,380,0
50,3,2,20,52,0.33,0.9,0,95,2276.117496,992.7847322,34.84,52,380,0
53,3,2,20,52,0.33,1.1,0,82,3235.736893,913.2631066,31.92478922,47.65195536,380,0
51,3,2,20,52,0.33,1.1,0,88,3810.97911,994.0208898,34.71500423,52,380,0
49,3,2,20,52,0.33,0.9,0,111,4019.57591,990.9240896,34.60444031,51.76830424,380,0
54,3,2,20,52,0.33,1.1,0,80,3032.430423,976.5695772,33.85675817,51.33019112,380,0
50,3,2,20,52,0.33,0.9,0,96,2289.806978,971.0952508,33.65131069,52,380,0
55,3,2,20,52,0.33,1.1,0,74,2364.60863,996.3913699,34.84,52,380,0
52,3,2,20,52,0.33,1.1,0,98,2745.277718,975.7222816,33.80042822,51.54356837,380,0
48,3,2,20,52,0.33,0.9,0,93,4081.615612,969.3843877,33.77551401,52,380,0
54,3,2,20,52,0.33,1.1,0,81,3083.159319,992.8406812,34.21139603,52,380,0
53,3,2,20,52,0.33,1.1,0,83,3246.98734,978.5126598,33.5154637,52,380,0
50,3,2,20,52,0.33,0.9,0,97,2289.806978,947.0952508,32.61646841,49.29615365,380,0
51,3,2,20,52,0.33,1.1,0,89,4076.957292,996.0427081,34.84,52,380,0
49,3,2,20,52,0.33,0.9,0,112,4088.367596,984.6324042,34.7163716,51.55572375,380,0
52,3,2,20,52,0.33,1.1,0,99,2835.961059,997.0389412,34.59872805,52,380,0
54,3,2,20,52,0.33,1.1,0,82,3084.498468,967.5015318,33.65981545,50.6159125,380,0
50,3,2,20,52,0.33,0.9,0,98,2294.562414,947.3398141,33.72446296,50.19264902,380,0
53,3,2,20,52,0.33,1.1,0,84,3269.264278,966.7357219,33.6818454,50.43265145,380,0
55,3,2,20,52,0.33,1.1,0,75,2586.045406,997.4545942,34.64703464,52,380,0
49,3,2,20,52,0.33,0.9,0,113,4105.852901,976.6470993,34.02510883,51.72196403,380,0
52,3,2,20,52,0.33,1.1,0,100,2848.800375,979.1996253,34.84,51.37799321,380,0
51,3,2,20,52,0.33,1.1,0,90,4108.826518,981.1734823,34.80384991,52,380,0
48,3,2,20,52,0.33,0.9,0,94,4152.290547,981.7094533,34.16395151,52,380,0
54,3,2,20,52,0.33,1.1,0,83,3084.498468,943.5015318,31.46999591,49.60411054,380,0
53,3,2,20,52,0.33,1.1,0,85,3269.264278,946.2357219,33.01669977,50.05769859,380,0
50,3,2,20,52,0.33,0.9,0,99,2334.26669,990.635539,34.84,52,380,0
51,3,2,20,52,0.33,1.1,0,91,4109.090198,961.9098024,33.28274487,51.65080312,380,0
49,3,2,20,52,0.33,0.9,0,114,4196.324597,988.6754034,33.7064362,52,380,0
55,3,2,20,52,0.33,1.1,0,76,2691.923739,990.0762611,34.44953148,52,380,0
52,3,2,20,52,0.33,1.1,0,101,2999.309756,994.6902444,34.84,52,380,0
53,3,2,20,52,0.33,1.1,0,86,3309.523961,990.476039,34.00234907,51.93727552,380,0
48,3,2,20,52,0.33,0.9,0,95,4290.390968,994.6090316,34.48038154,52,380,0
54,3,2,20,52,0.33,1.1,0,84,3267.570994,997.4290062,34.69669669,52,380,0
51,3,2,20,52,0.33,1.1,0,92,4147.539966,989.4600341,34.29816887,51.90714869,380,0
49,3,2,20,52,0.33,0.9,0,115,4290.066768,990.4332324,34.3623797,52,380,0
50,3,2,20,52,0.33,0.9,0,100,2409.577028,987.3252002,34.16872357,51.56535626,380,0
53,3,2,20,52,0.33,1.1,0,87,3326.899452,978.6005483,33.51757602,51.75999787,380,0
55,3,2,20,52,0.33,1.1,0,77,2756.9153,988.5846997,34.39525342,51.7635595,380,0
52,3,2,20,52,0.33,1.1,0,102,3233.487735,994.5122647,34.71976683,52,380,0
54,3,2,20,52,0.33,1.1,0,85,3389.459671,993.5403291,34.58115112,52,380,0
49,3,2,20,52,0.33,0.9,0,116,4295.383707,966.6162931,33.50710137,50.19795539,380,0
48,3,2,20,52,0.33,0.9,0,96,4559.676057,998.3239428,34.67058668,52,380,0
51,3,2,20,52,0.33,1.1,0,93,4386.685675,997.3143254,34.70215721,52,380,0
54,3,2,20,52,0.33,1.1,0,86,3390.886346,968.1136543,30.61734069,50.88609753,380,0
50,3,2,20,52,0.33,0.9,0,101,2560.38297,994.5192585,34.77668232,52,380,0
55,3,2,20,52,0.33,1.1,0,78,2821.020803,982.9791972,33.36840138,52,380,0
53,3,2,20,52,0.33,1.1,0,88,3501.507208,998.4927921,34.84,52,380,0
49,3,2,20,52,0.33,0.9,0,117,4295.383707,948.1162931,33.09408406,50.45511549,380,0
52,3,2,20,52,0.33,1.1,0,103,3306.274809,989.7251913,32.34453137,51.76252889,380,0
51,3,2,20,52,0.33,1.1,0,94,4401.380688,980.6193124,32.90213687,51.08533782,380,0
54,3,2,20,52,0.33,1.1,0,87,3395.318207,960.6817935,33.22747017,52,380,0
50,3,2,20,52,0.33,0.9,0,102,2643.298651,988.6035775,34.84,51.88417402,380,0
49,3,2,20,52,0.33,0.9,0,118,4296.526493,928.4735066,32.32002932,49.04831286,380,0
48,3,2,20,52,0.33,0.9,0,97,4804.016044,996.9839563,34.66210987,52,380,0
51,3,2,20,52,0.33,1.1,0,95,4401.916007,961.0839932,33.64662643,50.01294833,380,0
53,3,2,20,52,0.33,1.1,0,89,3543.400014,988.0999863,33.98585414,51.83802888,380,0
55,3,2,20,52,0.33,1.1,0,79,2995.678496,998.8215042,34.70639296,52,380,0
52,3,2,20,52,0.33,1.1,0,104,3530.748313,994.2516868,34.76736271,52,380,0
54,3,2,20,52,0.33,1.1,0,88,3549.750815,991.2491853,34.84,52,380,0
51,3,2,20,52,0.33,1.1,0,96,4401.916007,947.0839932,32.78688912,49.86327484,380,0
50,3,2,20,52,0.33,0.9,0,103,2718.933171,984.969058,33.99612995,52,380,0
53,3,2,20,52,0.33,1.1,0,90,3600.084186,984.915814,34.17463733,51.29534138,380,0
49,3,2,20,52,0.33,0.9,0,119,4296.526493,909.9735066,31.65040732,48.64627667,380,0
54,3,2,20,52,0.33,1.1,0,89,3553.951705,963.0482953,32.18781414,50.36708378,380,0
55,3,2,20,52,0.33,1.1,0,80,3114.748542,992.251458,34.51092555,52,380,0
