[run number],connect-number,resource-abundance,altruist-number,Max.Resource,Shared,hardship,miser-number,[step],sum [Waste] of misers,sum [Harvest] of misers,min [Harvest] of misers,max [Harvest] of misers,count (misers) with [Harvest <= 0]
8,3,2,0,52,0.33,0.1,20,200,33241,1020.5,45,52,0
10,3,2,0,52,0.33,0.1,20,5,193,852,19.5,52,0
13,3,2,0,52,0.33,0.3,20,0,0,195,0,18,1
9,3,2,0,52,0.33,0.1,20,61,10593,1025.5,50,52,0
7,3,2,0,52,0.33,0.1,20,189,31017,1040,52,52,0
1,3,2,0,52,0.33,0.1,20,196,33106,1037,49,52,0
3,3,2,0,52,0.33,0.1,20,199,33864,986,6,52,0
9,3,2,0,52,0.33,0.1,20,62,10711,1020,48,52,0
11,3,2,0,52,0.33,0.3,20,9,133.5,814.5,19,52,0
12,3,2,0,52,0.33,0.3,20,6,25,683,14,52,0
3,3,2,0,52,0.33,0.1,20,200,33864,969,6,52,0
13,3,2,0,52,0.33,0.3,20,1,0,282.5,0,32,1
14,3,2,0,52,0.33,0.3,20,0,0,195,1,19,0
10,3,2,0,52,0.33,0.1,20,6,278.5,895.5,23,52,0
9,3,2,0,52,0.33,0.1,20,63,10765,1007.5,46,52,0
7,3,2,0,52,0.33,0.1,20,190,31207.5,1035.5,50.5,52,0
1,3,2,0,52,0.33,0.1,20,197,33354,1039,51,52,0
13,3,2,0,52,0.33,0.3,20,2,0,327,0,38,1
11,3,2,0,52,0.33,0.3,20,10,231.5,939.5,33,52,0
12,3,2,0,52,0.33,0.3,20,7,32,711.5,13.5,52,0
14,3,2,0,52,0.33,0.3,20,1,0,367.5,3,33.5,0
9,3,2,0,52,0.33,0.1,20,64,10865.5,1013.5,46,52,0
10,3,2,0,52,0.33,0.1,20,7,404,934,28.5,52,0
14,3,2,0,52,0.33,0.3,20,2,0,348,2,32,0
12,3,2,0,52,0.33,0.3,20,8,57,704,13,52,0
13,3,2,0,52,0.33,0.3,20,3,0,407.5,0,47,1
7,3,2,0,52,0.33,0.1,20,191,31444,1039,51,52,0
1,3,2,0,52,0.33,0.1,20,198,33586,1038,50,52,0
11,3,2,0,52,0.33,0.3,20,11,370,1002,39,52,0
10,3,2,0,52,0.33,0.1,20,8,474.5,974.5,28,52,0
9,3,2,0,52,0.33,0.1,20,65,11055.5,1037,49,52,0
12,3,2,0,52,0.33,0.3,20,9,80.5,770,11,52,0
7,3,2,0,52,0.33,0.1,20,192,31444,1016,49.5,52,0
14,3,2,0,52,0.33,0.3,20,3,0,495.5,5,41.5,0
13,3,2,0,52,0.33,0.3,20,4,18,588,0,52,1
9,3,2,0,52,0.33,0.1,20,66,11268,1040,52,52,0
1,3,2,0,52,0.33,0.1,20,199,33801.5,1037.5,50.5,52,0
10,3,2,0,52,0.33,0.1,20,9,697.5,1019.5,38.5,52,0
11,3,2,0,52,0.33,0.3,20,12,549.5,1019.5,43,52,0
12,3,2,0,52,0.33,0.3,20,10,164.5,912.5,21,52,0
7,3,2,0,52,0.33,0.1,20,193,31510,1007,48,52,0
14,3,2,0,52,0.33,0.3,20,4,0,712,15,51,0
9,3,2,0,52,0.33,0.1,20,67,11490,1038.5,50.5,52,0
13,3,2,0,52,0.33,0.3,20,5,88.5,776,13,52,0
10,3,2,0,52,0.33,0.1,20,10,879,1038,51,52,0
1,3,2,0,52,0.33,0.1,20,200,33982,1039,51,52,0
11,3,2,0,52,0.33,0.3,20,13,741,1039,51,52,0
15,3,2,0,52,0.33,0.3,20,0,0,167,0,18,3
12,3,2,0,52,0.33,0.3,20,11,319,974.5,29,52,0
14,3,2,0,52,0.33,0.3,20,5,30,771.5,15,52,0
7,3,2,0,52,0.33,0.1,20,194,31577,1009,46,52,0
14,3,2,0,52,0.33,0.3,20,6,30,752,15,51.5,0
9,3,2,0,52,0.33,0.1,20,68,11694,1039,51,52,0
13,3,2,0,52,0.33,0.3,20,6,212,892,13,52,0
10,3,2,0,52,0.33,0.1,20,11,1101,1039,51,52,0
11,3,2,0,52,0.33,0.3,20,14,879,1031,49,52,0
15,3,2,0,52,0.33,0.3,20,1,0,360.5,0,30.5,1
14,3,2,0,52,0.33,0.3,20,7,73.5,821,19,52,0
9,3,2,0,52,0.33,0.1,20,69,11920.5,1039,51,52,0
12,3,2,0,52,0.33,0.3,20,12,526,1019,34,52,0
7,3,2,0,52,0.33,0.1,20,195,31760,1037,50,52,0
9,3,2,0,52,0.33,0.1,20,70,11964.5,1022.5,50,52,0
13,3,2,0,52,0.33,0.3,20,7,297,912.5,13,52,0
11,3,2,0,52,0.33,0.3,20,15,924.5,1013.5,47,52,0
14,3,2,0,52,0.33,0.3,20,8,144,861,23,52,0
10,3,2,0,52,0.33,0.1,20,12,1356,1039,51,52,0
9,3,2,0,52,0.33,0.1,20,71,12114,1032.5,50,52,0
13,3,2,0,52,0.33,0.3,20,8,297,895,13,52,0
15,3,2,0,52,0.33,0.3,20,2,0,527,7,47,0
12,3,2,0,52,0.33,0.3,20,13,725.5,1038,50,52,0
7,3,2,0,52,0.33,0.1,20,196,31823,1019,48,52,0
14,3,2,0,52,0.33,0.3,20,9,144,854.5,23,51.5,0
9,3,2,0,52,0.33,0.1,20,72,12132,1012,48,52,0
11,3,2,0,52,0.33,0.3,20,16,1088.5,1028.5,48,52,0
10,3,2,0,52,0.33,0.1,20,13,1635,1038,50,52,0
15,3,2,0,52,0.33,0.3,20,3,5.5,683,8.5,52,0
13,3,2,0,52,0.33,0.3,20,9,419.5,946,13,52,0
12,3,2,0,52,0.33,0.3,20,14,939,1037,50.5,52,0
7,3,2,0,52,0.33,0.1,20,197,31846,1000,46,52,0
9,3,2,0,52,0.33,0.1,20,73,12216,1006.5,46,52,0
14,3,2,0,52,0.33,0.3,20,10,251,941,25,52,0
11,3,2,0,52,0.33,0.3,20,17,1277,1038,50,52,0
10,3,2,0,52,0.33,0.1,20,14,1737,1033,50,52,0
15,3,2,0,52,0.33,0.3,20,4,69,843,10,52,0
13,3,2,0,52,0.33,0.3,20,10,556.5,979.5,13,52,0
12,3,2,0,52,0.33,0.3,20,15,956,1016.5,49,52,0
9,3,2,0,52,0.33,0.1,20,74,12419.5,1032.5,47.5,52,0
7,3,2,0,52,0.33,0.1,20,198,32036,1024,46,52,0
10,3,2,0,52,0.33,0.1,20,15,1786,1020,48,52,0
14,3,2,0,52,0.33,0.3,20,11,396.5,981,29,52,0
11,3,2,0,52,0.33,0.3,20,18,1490,1040,52,52,0
9,3,2,0,52,0.33,0.1,20,75,12617,1038.5,50.5,52,0
15,3,2,0,52,0.33,0.3,20,5,142,944.5,25,52,0
13,3,2,0,52,0.33,0.3,20,11,754.5,990,13,52,0
12,3,2,0,52,0.33,0.3,20,16,1160,1040,52,52,0
14,3,2,0,52,0.33,0.3,20,12,481.5,984.5,31,52,0
7,3,2,0,52,0.33,0.1,20,199,32243.5,1037.5,50,52,0
10,3,2,0,52,0.33,0.1,20,16,1882,1027,49,52,0
11,3,2,0,52,0.33,0.3,20,19,1624.5,1031.5,50,52,0
9,3,2,0,52,0.33,0.1,20,76,12831.5,1038.5,50.5,52,0
14,3,2,0,52,0.33,0.3,20,13,612.5,1005,31,52,0
12,3,2,0,52,0.33,0.3,20,17,1370.5,1036,50,52,0
13,3,2,0,52,0.33,0.3,20,12,943.5,999.5,13,52,0
15,3,2,0,52,0.33,0.3,20,6,299.5,998.5,27,52,0
11,3,2,0,52,0.33,0.3,20,20,1632.5,1008.5,48,52,0
7,3,2,0,52,0.33,0.1,20,200,32448,1033,48,52,0
10,3,2,0,52,0.33,0.1,20,17,2040,1031,48,52,0
16,3,2,0,52,0.33,0.3,20,0,0,204,0,18,3
9,3,2,0,52,0.33,0.1,20,77,13046.5,1037,49,52,0
12,3,2,0,52,0.33,0.3,20,18,1515.5,1032.5,50,52,0
14,3,2,0,52,0.33,0.3,20,14,771,1023,39,52,0
15,3,2,0,52,0.33,0.3,20,7,527,1005.5,28,52,0
13,3,2,0,52,0.33,0.3,20,13,1117.5,1000,13,52,0
11,3,2,0,52,0.33,0.3,20,21,1811,1038,50,52,0
9,3,2,0,52,0.33,0.1,20,78,13251,1040,52,52,0
10,3,2,0,52,0.33,0.1,20,18,2056,1012,46,52,0
16,3,2,0,52,0.33,0.3,20,1,0,429,7.5,35,0
14,3,2,0,52,0.33,0.3,20,15,819.5,1011,39,52,0
12,3,2,0,52,0.33,0.3,20,19,1729.5,1036,48,52,0
9,3,2,0,52,0.33,0.1,20,79,13419,1034.5,50,52,0
15,3,2,0,52,0.33,0.3,20,8,661,1019,38,52,0
13,3,2,0,52,0.33,0.3,20,14,1343,998,13,52,0
11,3,2,0,52,0.33,0.3,20,22,2081,1040,52,52,0
14,3,2,0,52,0.33,0.3,20,16,884.5,1005.5,39,52,0
10,3,2,0,52,0.33,0.1,20,19,2284,1040,52,52,0
16,3,2,0,52,0.33,0.3,20,2,4,615,6,52,0
9,3,2,0,52,0.33,0.1,20,80,13634.5,1036.5,50.5,52,0
12,3,2,0,52,0.33,0.3,20,20,1944,1035,50.5,52,0
15,3,2,0,52,0.33,0.3,20,9,876,1032.5,46,52,0
14,3,2,0,52,0.33,0.3,20,17,910,990.5,39,52,0
11,3,2,0,52,0.33,0.3,20,23,2276,1040,52,52,0
13,3,2,0,52,0.33,0.3,20,15,1567.5,1000,13,52,0
12,3,2,0,52,0.33,0.3,20,21,2113.5,1031,49,52,0
10,3,2,0,52,0.33,0.1,20,20,2524,1040,52,52,0
9,3,2,0,52,0.33,0.1,20,81,13876.5,1040,52,52,0
16,3,2,0,52,0.33,0.3,20,3,56.5,787.5,15,52,0
14,3,2,0,52,0.33,0.3,20,18,910,971,39,52,0
10,3,2,0,52,0.33,0.1,20,21,2580.5,1025.5,50,52,0
15,3,2,0,52,0.33,0.3,20,10,1102,1037,49,52,0
11,3,2,0,52,0.33,0.3,20,24,2438.5,1039.5,51.5,52,0
9,3,2,0,52,0.33,0.1,20,82,14067.5,1037.5,50,52,0
13,3,2,0,52,0.33,0.3,20,16,1808,1001,13,52,0
12,3,2,0,52,0.33,0.3,20,22,2355.5,1036.5,50,52,0
10,3,2,0,52,0.33,0.1,20,22,2580.5,1005.5,48,52,0
16,3,2,0,52,0.33,0.3,20,4,158,883,23,52,0
11,3,2,0,52,0.33,0.3,20,25,2446.5,1016.5,50,52,0
14,3,2,0,52,0.33,0.3,20,19,974.5,994,41,52,0
13,3,2,0,52,0.33,0.3,20,17,1863.5,989,13,52,0
11,3,2,0,52,0.33,0.3,20,26,2491,1006,48,52,0
15,3,2,0,52,0.33,0.3,20,11,1315.5,1040,52,52,0
10,3,2,0,52,0.33,0.1,20,23,2660.5,1003.5,46,52,0
9,3,2,0,52,0.33,0.1,20,83,14271,1036.5,50,52,0
12,3,2,0,52,0.33,0.3,20,23,2525,1037.5,50.5,52,0
13,3,2,0,52,0.33,0.3,20,18,1863.5,971.5,13,52,0
16,3,2,0,52,0.33,0.3,20,5,255,908,22,52,0
12,3,2,0,52,0.33,0.3,20,24,2545.5,1015.5,49,52,0
14,3,2,0,52,0.33,0.3,20,20,1164,1028,45,52,0
9,3,2,0,52,0.33,0.1,20,84,14495.5,1037.5,51,52,0
11,3,2,0,52,0.33,0.3,20,27,2618,1029,47.5,52,0
15,3,2,0,52,0.33,0.3,20,12,1508,1040,52,52,0
16,3,2,0,52,0.33,0.3,20,6,329,921,26,52,0
10,3,2,0,52,0.33,0.1,20,24,2893,1032,46,52,0
13,3,2,0,52,0.33,0.3,20,19,1969,983.5,13,52,0
12,3,2,0,52,0.33,0.3,20,25,2662,1021.5,47,52,0
11,3,2,0,52,0.33,0.3,20,28,2644,1011,46,52,0
9,3,2,0,52,0.33,0.1,20,85,14682.5,1040,52,52,0
14,3,2,0,52,0.33,0.3,20,21,1353.5,1034,46,52,0
15,3,2,0,52,0.33,0.3,20,13,1689,1038.5,50.5,52,0
10,3,2,0,52,0.33,0.1,20,25,3151.5,1039.5,51.5,52,0
16,3,2,0,52,0.33,0.3,20,7,470.5,971.5,32,52,0
13,3,2,0,52,0.33,0.3,20,20,2134.5,996.5,13,52,0
11,3,2,0,52,0.33,0.3,20,29,2651,992,44.5,52,0
9,3,2,0,52,0.33,0.1,20,86,14897,1040,52,52,0
15,3,2,0,52,0.33,0.3,20,14,1709.5,1018.5,49,52,0
12,3,2,0,52,0.33,0.3,20,26,2915,1040,52,52,0
14,3,2,0,52,0.33,0.3,20,22,1552,1036,48,52,0
11,3,2,0,52,0.33,0.3,20,30,2693,980,43,52,0
13,3,2,0,52,0.33,0.3,20,21,2167.5,983,13,52,0
16,3,2,0,52,0.33,0.3,20,8,492.5,949.5,30,52,0
10,3,2,0,52,0.33,0.1,20,26,3362,1040,52,52,0
15,3,2,0,52,0.33,0.3,20,15,1798,1015.5,47.5,52,0
9,3,2,0,52,0.33,0.1,20,87,15128.5,1040,52,52,0
12,3,2,0,52,0.33,0.3,20,27,3177,1038.5,50.5,52,0
13,3,2,0,52,0.33,0.3,20,22,2339.5,995.5,13,52,0
14,3,2,0,52,0.33,0.3,20,23,1714,1038.5,50.5,52,0
11,3,2,0,52,0.33,0.3,20,31,2795.5,1028.5,45.5,52,0
9,3,2,0,52,0.33,0.1,20,88,15341,1040,52,52,0
10,3,2,0,52,0.33,0.1,20,27,3465,1029,50,52,0
15,3,2,0,52,0.33,0.3,20,16,1993.5,1039.5,51.5,52,0
16,3,2,0,52,0.33,0.3,20,9,504.5,937.5,28,52,0
12,3,2,0,52,0.33,0.3,20,28,3431,1040,52,52,0
11,3,2,0,52,0.33,0.3,20,32,2892,1025,48.5,52,0
9,3,2,0,52,0.33,0.1,20,89,15571.5,1040,52,52,0
13,3,2,0,52,0.33,0.3,20,23,2520.5,999,13,52,0
14,3,2,0,52,0.33,0.3,20,24,1845.5,1032.5,49,52,0
16,3,2,0,52,0.33,0.3,20,10,504.5,915.5,26,52,0
10,3,2,0,52,0.33,0.1,20,28,3533.5,1016.5,48,52,0
15,3,2,0,52,0.33,0.3,20,17,2163,1036.5,50.5,52,0
11,3,2,0,52,0.33,0.3,20,33,2892,1002,47,52,0
9,3,2,0,52,0.33,0.1,20,90,15775,1040,52,52,0
14,3,2,0,52,0.33,0.3,20,25,1892.5,1022,47.5,52,0
12,3,2,0,52,0.33,0.3,20,29,3650,1037.5,50.5,52,0
16,3,2,0,52,0.33,0.3,20,11,544.5,911.5,24,52,0
13,3,2,0,52,0.33,0.3,20,24,2758.5,997.5,13,52,0
15,3,2,0,52,0.33,0.3,20,18,2203,1021,49,52,0
12,3,2,0,52,0.33,0.3,20,30,3669,1019,50,52,0
10,3,2,0,52,0.33,0.1,20,29,3714.5,1031.5,49,52,0
11,3,2,0,52,0.33,0.3,20,34,2986.5,1006.5,45.5,52,0
9,3,2,0,52,0.33,0.1,20,91,15978.5,1038,50,52,0
14,3,2,0,52,0.33,0.3,20,26,2020,1018,46,52,0
12,3,2,0,52,0.33,0.3,20,31,3776.5,1017,48,52,0
9,3,2,0,52,0.33,0.1,20,92,16017,1021,48,52,0
11,3,2,0,52,0.33,0.3,20,35,2993.5,985.5,44,52,0
15,3,2,0,52,0.33,0.3,20,19,2203,999.5,47.5,52,0
9,3,2,0,52,0.33,0.1,20,93,16017,998.5,46,52,0
16,3,2,0,52,0.33,0.3,20,12,668.5,951.5,31,52,0
13,3,2,0,52,0.33,0.3,20,25,2923,996.5,13,52,0
11,3,2,0,52,0.33,0.3,20,36,2993.5,962.5,42.5,52,0
10,3,2,0,52,0.33,0.1,20,30,3929,1040,52,52,0
14,3,2,0,52,0.33,0.3,20,27,2169,1025.5,46,52,0
12,3,2,0,52,0.33,0.3,20,32,3878,1012,46,52,0
9,3,2,0,52,0.33,0.1,20,94,16113.5,1011.5,44,52,0
15,3,2,0,52,0.33,0.3,20,20,2355,1032,47,52,0
11,3,2,0,52,0.33,0.3,20,37,3155.5,995.5,41,52,0
13,3,2,0,52,0.33,0.3,20,26,3183,999,13,52,0
16,3,2,0,52,0.33,0.3,20,13,766,955,31,52,0
9,3,2,0,52,0.33,0.1,20,95,16126.5,993,42,52,0
10,3,2,0,52,0.33,0.1,20,31,4128,1035,50,52,0
14,3,2,0,52,0.33,0.3,20,28,2340.5,1038.5,50.5,52,0
12,3,2,0,52,0.33,0.3,20,33,4056.5,1034,47,52,0
13,3,2,0,52,0.33,0.3,20,27,3243.5,985,13,52,0
9,3,2,0,52,0.33,0.1,20,96,16203,1000,40,52,0
15,3,2,0,52,0.33,0.3,20,21,2518.5,1035,50,52,0
11,3,2,0,52,0.33,0.3,20,38,3317.5,1028.5,48,52,0
16,3,2,0,52,0.33,0.3,20,14,797.5,944.5,29,52,0
10,3,2,0,52,0.33,0.1,20,32,4364,1040,52,52,0
12,3,2,0,52,0.33,0.3,20,34,4087.5,1014.5,45.5,52,0
14,3,2,0,52,0.33,0.3,20,29,2576.5,1039,51,52,0
13,3,2,0,52,0.33,0.3,20,28,3398,994,13,52,0
9,3,2,0,52,0.33,0.1,20,97,16413.5,1033,49,52,0
15,3,2,0,52,0.33,0.3,20,22,2609.5,1026.5,49.5,52,0
11,3,2,0,52,0.33,0.3,20,39,3503,1034,49,52,0
12,3,2,0,52,0.33,0.3,20,35,4106.5,994,44,52,0
10,3,2,0,52,0.33,0.1,20,33,4543.5,1033.5,50.5,52,0
16,3,2,0,52,0.33,0.3,20,15,945,1029,49,52,0
10,3,2,0,52,0.33,0.1,20,34,4543.5,1013.5,49,52,0
9,3,2,0,52,0.33,0.1,20,98,16610,1038,50.5,52,0
14,3,2,0,52,0.33,0.3,20,30,2712.5,1038.5,51,52,0
13,3,2,0,52,0.33,0.3,20,29,3665.5,1001,13,52,0
10,3,2,0,52,0.33,0.1,20,35,4624,1003,47.5,52,0
15,3,2,0,52,0.33,0.3,20,23,2746,1030.5,49,52,0
14,3,2,0,52,0.33,0.3,20,31,2794.5,1027,50,52,0
11,3,2,0,52,0.33,0.3,20,40,3720.5,1038.5,50.5,52,0
16,3,2,0,52,0.33,0.3,20,16,992.5,1016.5,47,52,0
14,3,2,0,52,0.33,0.3,20,32,2794.5,1007.5,48,52,0
9,3,2,0,52,0.33,0.1,20,99,16801.5,1037,50.5,52,0
12,3,2,0,52,0.33,0.3,20,36,4325,1040,52,52,0
10,3,2,0,52,0.33,0.1,20,36,4645,988,46,52,0
11,3,2,0,52,0.33,0.3,20,41,3793,1022,49,52,0
13,3,2,0,52,0.33,0.3,20,30,3857,999,13,52,0
14,3,2,0,52,0.33,0.3,20,33,2902.5,1022,47.5,52,0
15,3,2,0,52,0.33,0.3,20,24,2890,1027,48,52,0
16,3,2,0,52,0.33,0.3,20,17,1130.5,1025.5,48,52,0
9,3,2,0,52,0.33,0.1,20,100,17060,1038,50,52,0
10,3,2,0,52,0.33,0.1,20,37,4699,986,44.5,52,0
11,3,2,0,52,0.33,0.3,20,42,3818.5,1004.5,47.5,52,0
12,3,2,0,52,0.33,0.3,20,37,4513.5,1040,52,52,0
16,3,2,0,52,0.33,0.3,20,18,1131.5,1006.5,46,52,0
16,3,2,0,52,0.33,0.3,20,19,1131.5,984.5,44,52,0
13,3,2,0,52,0.33,0.3,20,31,4064.5,997,13,52,0
14,3,2,0,52,0.33,0.3,20,34,3108.5,1038.5,50.5,52,0
9,3,2,0,52,0.33,0.1,20,101,17195,1039.5,51.5,52,0
15,3,2,0,52,0.33,0.3,20,25,3102.5,1040,52,52,0
10,3,2,0,52,0.33,0.1,20,38,4869,1024,46,52,0
16,3,2,0,52,0.33,0.3,20,20,1163.5,975.5,42,52,0
11,3,2,0,52,0.33,0.3,20,43,3949.5,1029.5,49,52,0
12,3,2,0,52,0.33,0.3,20,38,4718,1038,50.5,52,0
14,3,2,0,52,0.33,0.3,20,35,3208,1031.5,50,52,0
10,3,2,0,52,0.33,0.1,20,39,4876,1009,46,52,0
9,3,2,0,52,0.33,0.1,20,102,17441,1040,52,52,0
13,3,2,0,52,0.33,0.3,20,32,4253.5,999.5,13,52,0
15,3,2,0,52,0.33,0.3,20,26,3310.5,1037.5,50,52,0
16,3,2,0,52,0.33,0.3,20,21,1329,1028,46,52,0
11,3,2,0,52,0.33,0.3,20,44,3966.5,1008.5,48,52,0
12,3,2,0,52,0.33,0.3,20,39,4731,1017.5,49,52,0
14,3,2,0,52,0.33,0.3,20,36,3314.5,1029.5,48,52,0
9,3,2,0,52,0.33,0.1,20,103,17631,1037.5,50,52,0
10,3,2,0,52,0.33,0.1,20,40,5056,1037,50,52,0
13,3,2,0,52,0.33,0.3,20,33,4253.5,982,13,52,0
15,3,2,0,52,0.33,0.3,20,27,3481,1037.5,50.5,52,0
16,3,2,0,52,0.33,0.3,20,22,1560,1039,51,52,0
12,3,2,0,52,0.33,0.3,20,40,4795,1008,47.5,52,0
11,3,2,0,52,0.33,0.3,20,45,4164,1034,49,52,0
9,3,2,0,52,0.33,0.1,20,104,17776.5,1037.5,50,52,0
14,3,2,0,52,0.33,0.3,20,37,3495.5,1029,49,52,0
10,3,2,0,52,0.33,0.1,20,41,5299,1035,48,52,0
13,3,2,0,52,0.33,0.3,20,34,4378.5,989.5,13,52,0
16,3,2,0,52,0.33,0.3,20,23,1628.5,1026.5,50,52,0
16,3,2,0,52,0.33,0.3,20,24,1628.5,1004.5,48,52,0
12,3,2,0,52,0.33,0.3,20,41,4864.5,995,46,52,0
15,3,2,0,52,0.33,0.3,20,28,3715,1040,52,52,0
16,3,2,0,52,0.33,0.3,20,25,1667,991,46,52,0
9,3,2,0,52,0.33,0.1,20,105,17980.5,1040,52,52,0
14,3,2,0,52,0.33,0.3,20,38,3610.5,1025.5,48,52,0
11,3,2,0,52,0.33,0.3,20,46,4379,1036,50,52,0
15,3,2,0,52,0.33,0.3,20,29,3783.5,1026,50,52,0
13,3,2,0,52,0.33,0.3,20,35,4472.5,991,13,52,0
10,3,2,0,52,0.33,0.1,20,42,5525,1038,50.5,52,0
12,3,2,0,52,0.33,0.3,20,42,4987,1007,44,52,0
9,3,2,0,52,0.33,0.1,20,106,18201,1038,50,52,0
13,3,2,0,52,0.33,0.3,20,36,4472.5,973.5,13,52,0
16,3,2,0,52,0.33,0.3,20,26,1856,1034,47,52,0
14,3,2,0,52,0.33,0.3,20,39,3661,1015.5,46,52,0
15,3,2,0,52,0.33,0.3,20,30,3998,1039,51,52,0
11,3,2,0,52,0.33,0.3,20,47,4581,1034,48,52,0
16,3,2,0,52,0.33,0.3,20,27,1956,1027,50,52,0
10,3,2,0,52,0.33,0.1,20,43,5771,1040,52,52,0
12,3,2,0,52,0.33,0.3,20,43,5135.5,1025,43,52,0
13,3,2,0,52,0.33,0.3,20,37,4540.5,962,13,52,0
9,3,2,0,52,0.33,0.1,20,107,18425,1038.5,50.5,52,0
11,3,2,0,52,0.33,0.3,20,48,4669.5,1021.5,46,52,0
16,3,2,0,52,0.33,0.3,20,28,2053,1016,48,52,0
14,3,2,0,52,0.33,0.3,20,40,3676,997,44,52,0
12,3,2,0,52,0.33,0.3,20,44,5135.5,1002.5,41.5,52,0
15,3,2,0,52,0.33,0.3,20,31,4177,1037.5,50.5,52,0
9,3,2,0,52,0.33,0.1,20,108,18604.5,1037.5,51,52,0
11,3,2,0,52,0.33,0.3,20,49,4690.5,1010.5,44,52,0
10,3,2,0,52,0.33,0.1,20,44,5994,1040,52,52,0
13,3,2,0,52,0.33,0.3,20,38,4696,996,13,52,0
12,3,2,0,52,0.33,0.3,20,45,5252,1009.5,40,52,0
16,3,2,0,52,0.33,0.3,20,29,2255.5,1038.5,50.5,52,0
14,3,2,0,52,0.33,0.3,20,41,3808,1022.5,44.5,52,0
9,3,2,0,52,0.33,0.1,20,109,18753.5,1037,50,52,0
15,3,2,0,52,0.33,0.3,20,32,4239,1025,49,52,0
11,3,2,0,52,0.33,0.3,20,50,4880,1040,52,52,0
16,3,2,0,52,0.33,0.3,20,30,2270.5,1018.5,49,52,0
10,3,2,0,52,0.33,0.1,20,45,6307,1040,52,52,0
13,3,2,0,52,0.33,0.3,20,39,4931.5,1001,13,52,0
14,3,2,0,52,0.33,0.3,20,42,3850.5,1012.5,43,52,0
11,3,2,0,52,0.33,0.3,20,51,4885.5,1018.5,50,52,0
15,3,2,0,52,0.33,0.3,20,33,4239,1003.5,47.5,52,0
12,3,2,0,52,0.33,0.3,20,46,5404,1018,46,52,0
9,3,2,0,52,0.33,0.1,20,110,18933.5,1038.5,51,52,0
15,3,2,0,52,0.33,0.3,20,34,4239,982,46,52,0
15,3,2,0,52,0.33,0.3,20,35,4239,960.5,44,52,0
14,3,2,0,52,0.33,0.3,20,43,3901.5,1002,41.5,52,0
11,3,2,0,52,0.33,0.3,20,52,4930.5,1006.5,48,52,0
9,3,2,0,52,0.33,0.1,20,111,18985.5,1023,50,52,0
11,3,2,0,52,0.33,0.3,20,53,4930.5,983.5,46,52,0
10,3,2,0,52,0.33,0.1,20,46,6505.5,1037.5,50,52,0
16,3,2,0,52,0.33,0.3,20,31,2467,1040,52,52,0
15,3,2,0,52,0.33,0.3,20,36,4239,939,42,52,0
13,3,2,0,52,0.33,0.3,20,40,5048,993,13,52,0
12,3,2,0,52,0.33,0.3,20,47,5461.5,1005,44.5,52,0
9,3,2,0,52,0.33,0.1,20,112,19138.5,1029.5,49,52,0
14,3,2,0,52,0.33,0.3,20,44,4005,1003,40,52,0
11,3,2,0,52,0.33,0.3,20,54,5020.5,1022.5,47.5,52,0
15,3,2,0,52,0.33,0.3,20,37,4269,931.5,40,52,0
13,3,2,0,52,0.33,0.3,20,41,5128.5,991,13,52,0
10,3,2,0,52,0.33,0.1,20,47,6720,1040,52,52,0
16,3,2,0,52,0.33,0.3,20,32,2593,1028,50,52,0
9,3,2,0,52,0.33,0.1,20,113,19362.5,1040,52,52,0
12,3,2,0,52,0.33,0.3,20,48,5633,1032,47.5,52,0
14,3,2,0,52,0.33,0.3,20,45,4151.5,1027,41.5,52,0
15,3,2,0,52,0.33,0.3,20,38,4338,978,42,52,0
11,3,2,0,52,0.33,0.3,20,55,5213,1040,52,52,0
13,3,2,0,52,0.33,0.3,20,42,5135.5,975.5,13,52,0
16,3,2,0,52,0.33,0.3,20,33,2596,1008,48,52,0
9,3,2,0,52,0.33,0.1,20,114,19569,1039,51,52,0
15,3,2,0,52,0.33,0.3,20,39,4338,956.5,40.5,52,0
16,3,2,0,52,0.33,0.3,20,34,2605,986,46,52,0
12,3,2,0,52,0.33,0.3,20,49,5633,1009.5,46,52,0
10,3,2,0,52,0.33,0.1,20,48,7000,1037,50,52,0
13,3,2,0,52,0.33,0.3,20,43,5218.5,968,13,52,0
16,3,2,0,52,0.33,0.3,20,35,2672,990,44,52,0
14,3,2,0,52,0.33,0.3,20,46,4422.5,1035.5,49,52,0
9,3,2,0,52,0.33,0.1,20,115,19758.5,1040,52,52,0
11,3,2,0,52,0.33,0.3,20,56,5427,1039,51,52,0
15,3,2,0,52,0.33,0.3,20,40,4491.5,1001.5,39,52,0
12,3,2,0,52,0.33,0.3,20,50,5667,990,44.5,52,0
13,3,2,0,52,0.33,0.3,20,44,5278.5,983.5,13,52,0
10,3,2,0,52,0.33,0.1,20,49,7244,1040,52,52,0
9,3,2,0,52,0.33,0.1,20,116,19964.5,1035.5,50,52,0
16,3,2,0,52,0.33,0.3,20,36,2810,1029,48,52,0
14,3,2,0,52,0.33,0.3,20,47,4653.5,1039,51,52,0
11,3,2,0,52,0.33,0.3,20,57,5648,1038,50,52,0
15,3,2,0,52,0.33,0.3,20,41,4652,1035.5,50,52,0
12,3,2,0,52,0.33,0.3,20,51,5809.5,1035,49,52,0
13,3,2,0,52,0.33,0.3,20,45,5446,997.5,13,52,0
10,3,2,0,52,0.33,0.1,20,50,7531,1040,52,52,0
9,3,2,0,52,0.33,0.1,20,117,20054,1026.5,50,52,0
